trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id
c0e2b661,P04,0,405,297,0.0,405,290,56,302,906,606,5,session_03
c0e2b661,P04,1,405,297,0.00047045799965417245,405,290,56,302,906,606,5,session_03
c0e2b661,P04,2,405,297,0.006563666999682027,405,290,56,302,906,606,5,session_03
c0e2b661,P04,3,405,297,0.012285082999369479,405,290,56,302,906,606,5,session_03
c0e2b661,P04,4,405,297,0.018042624999907275,405,290,56,302,906,606,5,session_03
c0e2b661,P04,5,405,297,0.02655858299931424,405,290,56,302,906,606,5,session_03
c0e2b661,P04,6,405,297,0.03234245799922064,405,290,56,302,906,606,5,session_03
c0e2b661,P04,7,405,297,0.03807599999981903,405,290,56,302,906,606,5,session_03
c0e2b661,P04,8,405,297,0.043825249999827065,405,290,56,302,906,606,5,session_03
c0e2b661,P04,9,405,297,0.04916795799999818,405,290,56,302,906,606,5,session_03
c0e2b661,P04,10,405,297,0.05490512500000477,405,290,56,302,906,606,5,session_03
c0e2b661,P04,11,405,297,0.06065845799912495,405,290,56,302,906,606,5,session_03
c0e2b661,P04,12,405,297,0.06583012499959295,405,290,56,302,906,606,5,session_03
c0e2b661,P04,13,405,297,0.07156791699981113,405,290,56,302,906,606,5,session_03
c0e2b661,P04,14,405,297,0.07729674999973213,405,290,56,302,906,606,5,session_03
c0e2b661,P04,15,405,297,0.08250470799976029,405,290,56,302,906,606,5,session_03
c0e2b661,P04,16,405,297,0.08824487499987299,405,290,56,302,906,606,5,session_03
c0e2b661,P04,17,405,297,0.09763174999989133,405,290,56,302,906,606,5,session_03
c0e2b661,P04,18,404,297,0.10654774999966321,405,290,56,302,906,606,5,session_03
c0e2b661,P04,19,397,297,0.12272004199985531,405,290,56,302,906,606,5,session_03
c0e2b661,P04,20,389,298,0.12846300000001065,405,290,56,302,906,606,5,session_03
c0e2b661,P04,21,383,299,0.1386194169999726,405,290,56,302,906,606,5,session_03
c0e2b661,P04,22,367,299,0.1440317499991579,405,290,56,302,906,606,5,session_03
c0e2b661,P04,23,355,299,0.1491096669997205,405,290,56,302,906,606,5,session_03
c0e2b661,P04,24,338,300,0.15686012499918434,405,290,56,302,906,606,5,session_03
c0e2b661,P04,25,324,300,0.1640411669995956,405,290,56,302,906,606,5,session_03
c0e2b661,P04,26,306,300,0.1734315419998893,405,290,56,302,906,606,5,session_03
c0e2b661,P04,27,295,300,0.17891533299916773,405,290,56,302,906,606,5,session_03
c0e2b661,P04,28,278,300,0.18982108299951506,405,290,56,302,906,606,5,session_03
c0e2b661,P04,29,263,300,0.1950530419999268,405,290,56,302,906,606,5,session_03
c0e2b661,P04,30,253,300,0.20495066699913878,405,290,56,302,906,606,5,session_03
c0e2b661,P04,31,235,301,0.21016012499967474,405,290,56,302,906,606,5,session_03
c0e2b661,P04,32,210,303,0.22159183299936558,405,290,56,302,906,606,5,session_03
c0e2b661,P04,33,210,303,0.22702033299992763,405,290,56,302,906,606,5,session_03
c0e2b661,P04,34,194,303,0.23224933299934492,405,290,56,302,906,606,5,session_03
c0e2b661,P04,35,183,305,0.23959866699988197,405,290,56,302,906,606,5,session_03
c0e2b661,P04,36,165,306,0.24629533299957984,405,290,56,302,906,606,5,session_03
c0e2b661,P04,37,149,307,0.256592207999347,405,290,56,302,906,606,5,session_03
c0e2b661,P04,38,135,309,0.26184920799914835,405,290,56,302,906,606,5,session_03
c0e2b661,P04,39,124,310,0.2733178329999646,405,290,56,302,906,606,5,session_03
c0e2b661,P04,40,113,311,0.2787308329998268,405,290,56,302,906,606,5,session_03
c0e2b661,P04,41,104,311,0.28752766699926724,405,290,56,302,906,606,5,session_03
c0e2b661,P04,42,98,311,0.2928109169997697,405,290,56,302,906,606,5,session_03
c0e2b661,P04,43,96,311,0.298790874999213,405,290,56,302,906,606,5,session_03
c0e2b661,P04,44,89,311,0.30620387499948265,405,290,56,302,906,606,5,session_03
c0e2b661,P04,45,85,311,0.3136870419994011,405,290,56,302,906,606,5,session_03
c0e2b661,P04,46,85,311,0.3228314579992002,405,290,56,302,906,606,5,session_03
