trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id
f39a4b7d,P07,0,480,85,0.0,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,1,480,85,0.0005563330005315947,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,2,480,85,0.005986250000205473,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,3,480,85,0.011769458000344457,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,4,480,85,0.01743154100040556,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,5,480,85,0.023217250000016065,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,6,480,85,0.02894487499997922,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,7,480,85,0.03414008300023852,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,8,480,85,0.039905790999910096,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,9,480,85,0.04567920800036518,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,10,480,85,0.05143754100026854,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,11,480,85,0.05721483300021646,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,12,480,85,0.06261350000022503,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,13,480,85,0.06838829100070143,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,14,480,85,0.07415808299992932,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,15,480,85,0.07990591599991603,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,16,480,85,0.08562441600042803,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,17,480,85,0.0967539580005905,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,18,479,85,0.1018634160000147,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,19,473,93,0.11602683300043282,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,20,466,98,0.12221395800042956,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,21,463,99,0.1297226659999069,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,22,451,104,0.13713425000059942,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,23,440,106,0.14830662500025937,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,24,422,110,0.1535693750001883,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,25,385,111,0.1595023330000913,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,26,347,112,0.1672379159999764,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,27,309,112,0.17464229100005468,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,28,271,112,0.1823326250005266,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,29,240,113,0.18963054100004229,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,30,223,113,0.1996151250004914,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,31,210,113,0.2047130000000834,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,32,201,113,0.21688979100053984,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,33,192,113,0.22229379100008373,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,34,183,113,0.23051333300008992,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,35,176,113,0.23576425000010204,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,36,168,111,0.2418720410005335,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,37,156,109,0.24928675000046496,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,38,143,105,0.2569451660001505,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,39,134,102,0.2661812500000451,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,40,123,97,0.271965291000015,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,41,118,94,0.2827177910003229,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,42,106,87,0.287931374999971,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,43,103,84,0.29731687500043336,490,76,81,71,906,606,5,session_03
f39a4b7d,P07,44,95,80,0.30238783300046634,490,76,81,71,906,606,5,session_03
