trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id
6af4a2b2,P09,0,619,53,0.0,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,1,619,53,0.0008264580001196009,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,2,619,53,0.0061924170004203916,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,3,619,53,0.011946042000090529,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,4,619,53,0.01769645800050057,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,5,619,53,0.023449541999980283,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,6,619,53,0.029170917000556074,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,7,619,53,0.03492816700054391,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,8,619,53,0.04030487500040181,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,9,619,53,0.04601979200015194,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,10,619,53,0.051577958000052604,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,11,619,53,0.057322874999954365,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,12,619,53,0.06326666699987982,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,13,619,53,0.06916041700060305,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,14,619,53,0.07502062500043394,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,15,619,53,0.0933079579999685,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,16,619,53,0.09907800000019051,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,17,619,53,0.10482558300009259,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,18,619,53,0.11054237500047748,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,19,619,53,0.1163000420001481,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,20,619,53,0.12204879199998686,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,21,619,53,0.1278237500000614,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,22,619,53,0.1344482499998776,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,23,619,53,0.14162725000005594,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,24,617,55,0.14849479199983762,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,25,612,60,0.15641895800035854,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,26,604,68,0.16287895799996477,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,27,581,91,0.17775775000063732,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,28,558,115,0.18468850000044768,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,29,538,135,0.19191345800027193,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,30,508,167,0.19909783300045092,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,31,477,200,0.20811058300023433,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,32,451,228,0.21483591700052784,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,33,429,250,0.22504483300053835,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,34,405,271,0.23028166699987196,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,35,391,280,0.239457499999844,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,36,368,289,0.24455133300034504,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,37,352,292,0.2513669999998456,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,38,337,293,0.2593477919999714,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,39,325,293,0.2665369579999606,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,40,309,290,0.27492733300005057,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,41,299,286,0.2814155830001255,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,42,290,282,0.2914424999999028,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,43,277,274,0.29651150000063353,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,44,274,272,0.3086492080001335,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,45,267,267,0.3140051670006869,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,46,266,266,0.3226297080000222,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,47,266,265,0.32778125000004366,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,48,266,265,0.3335270830002628,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,49,266,265,0.33920545799992396,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,50,266,265,0.3449717920002513,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,51,266,265,0.3507112080005754,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,52,266,265,0.356451042000117,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,53,266,265,0.36218279200056713,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,54,266,265,0.36767429200062907,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,55,266,265,0.3734187079999174,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,56,266,265,0.3791072920002989,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,57,266,265,0.3843373330000759,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,58,266,265,0.3900767499999347,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,59,266,265,0.3952771250005753,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,60,266,265,0.40232150000065303,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,61,268,264,0.40961150000021007,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,62,269,264,0.41711758300061774,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,63,269,264,0.4223740830002498,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,64,273,262,0.4274895420003304,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,65,274,262,0.4325897080007053,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,66,278,261,0.4413442920003945,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,67,284,260,0.44673504200000025,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,68,291,260,0.46254941700044583,613,49,322,267,906,606,5,session_05
6af4a2b2,P09,69,304,269,0.4849770830005582,613,49,322,267,906,606,5,session_05
