trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id
fae3ae41,P01,0,615,344,0.0,626,345,295,125,906,606,5,session_05
fae3ae41,P01,1,615,344,0.00036616699981095735,626,345,295,125,906,606,5,session_05
fae3ae41,P01,2,615,344,0.0056022089993348345,626,345,295,125,906,606,5,session_05
fae3ae41,P01,3,615,344,0.012474874999497843,626,345,295,125,906,606,5,session_05
fae3ae41,P01,4,615,344,0.017904458999510098,626,345,295,125,906,606,5,session_05
fae3ae41,P01,5,615,344,0.023663874999328982,626,345,295,125,906,606,5,session_05
fae3ae41,P01,6,615,344,0.03887320899957558,626,345,295,125,906,606,5,session_05
fae3ae41,P01,7,611,346,0.04601837499922112,626,345,295,125,906,606,5,session_05
fae3ae41,P01,8,605,347,0.05346070899940969,626,345,295,125,906,606,5,session_05
fae3ae41,P01,9,600,347,0.063874083999508,626,345,295,125,906,606,5,session_05
fae3ae41,P01,10,600,347,0.0695155839994186,626,345,295,125,906,606,5,session_05
fae3ae41,P01,11,589,347,0.07861387499997363,626,345,295,125,906,606,5,session_05
fae3ae41,P01,12,578,346,0.0838536249993922,626,345,295,125,906,606,5,session_05
fae3ae41,P01,13,563,343,0.09107854200010479,626,345,295,125,906,606,5,session_05
fae3ae41,P01,14,490,317,0.0997099589994832,626,345,295,125,906,606,5,session_05
fae3ae41,P01,15,462,308,0.10668666699984897,626,345,295,125,906,606,5,session_05
fae3ae41,P01,16,430,298,0.11478504199931194,626,345,295,125,906,606,5,session_05
fae3ae41,P01,17,402,289,0.12187570900005085,626,345,295,125,906,606,5,session_05
fae3ae41,P01,18,402,289,0.1274403749994235,626,345,295,125,906,606,5,session_05
fae3ae41,P01,19,382,282,0.13268029199934972,626,345,295,125,906,606,5,session_05
fae3ae41,P01,20,382,282,0.138410833999842,626,345,295,125,906,606,5,session_05
fae3ae41,P01,21,382,282,0.1452381669996612,626,345,295,125,906,606,5,session_05
fae3ae41,P01,22,314,237,0.16733758400005172,626,345,295,125,906,606,5,session_05
fae3ae41,P01,23,308,231,0.17401520899966272,626,345,295,125,906,606,5,session_05
fae3ae41,P01,24,305,226,0.18153812499986088,626,345,295,125,906,606,5,session_05
fae3ae41,P01,25,302,222,0.18907758399927843,626,345,295,125,906,606,5,session_05
fae3ae41,P01,26,300,219,0.19766299999992043,626,345,295,125,906,606,5,session_05
fae3ae41,P01,27,299,215,0.20409979199939698,626,345,295,125,906,606,5,session_05
fae3ae41,P01,28,297,210,0.21432862499932526,626,345,295,125,906,606,5,session_05
fae3ae41,P01,29,295,207,0.21950308399937057,626,345,295,125,906,606,5,session_05
fae3ae41,P01,30,295,206,0.22941433399955713,626,345,295,125,906,606,5,session_05
fae3ae41,P01,31,293,203,0.23455004199968243,626,345,295,125,906,606,5,session_05
fae3ae41,P01,32,292,203,0.24106237499927374,626,345,295,125,906,606,5,session_05
fae3ae41,P01,33,292,202,0.2468711669998811,626,345,295,125,906,606,5,session_05
fae3ae41,P01,34,292,202,0.25236212499930843,626,345,295,125,906,606,5,session_05
fae3ae41,P01,35,292,202,0.25759320899942395,626,345,295,125,906,606,5,session_05
fae3ae41,P01,36,292,202,0.26360524999927293,626,345,295,125,906,606,5,session_05
fae3ae41,P01,37,292,202,0.2693157499998051,626,345,295,125,906,606,5,session_05
fae3ae41,P01,38,292,202,0.2744743749999543,626,345,295,125,906,606,5,session_05
fae3ae41,P01,39,292,202,0.2802214589992218,626,345,295,125,906,606,5,session_05
fae3ae41,P01,40,292,202,0.28597745899969595,626,345,295,125,906,606,5,session_05
fae3ae41,P01,41,292,201,0.2937896670000555,626,345,295,125,906,606,5,session_05
fae3ae41,P01,42,291,201,0.3011803339995822,626,345,295,125,906,606,5,session_05
fae3ae41,P01,43,291,198,0.3116489999993064,626,345,295,125,906,606,5,session_05
fae3ae41,P01,44,291,197,0.31677537499945174,626,345,295,125,906,606,5,session_05
fae3ae41,P01,45,290,195,0.3235227919994941,626,345,295,125,906,606,5,session_05
fae3ae41,P01,46,290,193,0.3311750419998134,626,345,295,125,906,606,5,session_05
fae3ae41,P01,47,289,191,0.33840691699970193,626,345,295,125,906,606,5,session_05
fae3ae41,P01,48,289,189,0.34734033399945474,626,345,295,125,906,606,5,session_05
fae3ae41,P01,49,289,188,0.35390191699934803,626,345,295,125,906,606,5,session_05
fae3ae41,P01,50,289,188,0.36408583399952477,626,345,295,125,906,606,5,session_05
fae3ae41,P01,51,290,188,0.369183291999434,626,345,295,125,906,606,5,session_05
fae3ae41,P01,52,290,187,0.37870604199997615,626,345,295,125,906,606,5,session_05
fae3ae41,P01,53,292,186,0.38389241699951526,626,345,295,125,906,606,5,session_05
fae3ae41,P01,54,294,186,0.39116295899930265,626,345,295,125,906,606,5,session_05
fae3ae41,P01,55,295,185,0.3990925839998454,626,345,295,125,906,606,5,session_05
fae3ae41,P01,56,298,184,0.4063878749993819,626,345,295,125,906,606,5,session_05
fae3ae41,P01,57,301,182,0.4143861669999751,626,345,295,125,906,606,5,session_05
fae3ae41,P01,58,303,181,0.4212715419998858,626,345,295,125,906,606,5,session_05
fae3ae41,P01,59,305,179,0.4309833749994141,626,345,295,125,906,606,5,session_05
fae3ae41,P01,60,307,176,0.4363047500000903,626,345,295,125,906,606,5,session_05
fae3ae41,P01,61,308,174,0.4444743340000059,626,345,295,125,906,606,5,session_05
fae3ae41,P01,62,308,173,0.45134191699980875,626,345,295,125,906,606,5,session_05
fae3ae41,P01,63,308,171,0.46307687499938766,626,345,295,125,906,606,5,session_05
fae3ae41,P01,64,309,168,0.46845170899996447,626,345,295,125,906,606,5,session_05
fae3ae41,P01,65,310,165,0.4736549169992941,626,345,295,125,906,606,5,session_05
fae3ae41,P01,66,310,164,0.47935483399942314,626,345,295,125,906,606,5,session_05
fae3ae41,P01,67,310,164,0.48477058399930684,626,345,295,125,906,606,5,session_05
fae3ae41,P01,68,311,161,0.49005249999936495,626,345,295,125,906,606,5,session_05
fae3ae41,P01,69,313,159,0.49765270899933967,626,345,295,125,906,606,5,session_05
fae3ae41,P01,70,314,156,0.5037954999997964,626,345,295,125,906,606,5,session_05
fae3ae41,P01,71,315,153,0.5147614999996222,626,345,295,125,906,606,5,session_05
fae3ae41,P01,72,316,150,0.5200099999992744,626,345,295,125,906,606,5,session_05
fae3ae41,P01,73,316,149,0.5316723339992677,626,345,295,125,906,606,5,session_05
fae3ae41,P01,74,317,146,0.5371009589998721,626,345,295,125,906,606,5,session_05
fae3ae41,P01,75,317,142,0.5470793340000455,626,345,295,125,906,606,5,session_05
fae3ae41,P01,76,317,142,0.5525164589998894,626,345,295,125,906,606,5,session_05
fae3ae41,P01,77,317,140,0.5577311249999184,626,345,295,125,906,606,5,session_05
fae3ae41,P01,78,317,139,0.5644302919999973,626,345,295,125,906,606,5,session_05
fae3ae41,P01,79,317,137,0.5712964999993346,626,345,295,125,906,606,5,session_05
fae3ae41,P01,80,317,136,0.580569708999974,626,345,295,125,906,606,5,session_05
