trajectory_id,participant_id,sample_index,x,y,time,start_x,start_y,target_x,target_y,canvas_width,canvas_height,sample_interval_ms,session_id
655b48b7,P03,0,85,302,0.0,100,300,800,300,906,606,5,session_02
655b48b7,P03,1,85,302,0.000617666999460198,100,300,800,300,906,606,5,session_02
655b48b7,P03,2,85,302,0.006018791999849782,100,300,800,300,906,606,5,session_02
655b48b7,P03,3,85,302,0.01178008300030342,100,300,800,300,906,606,5,session_02
655b48b7,P03,4,85,302,0.017484457999671577,100,300,800,300,906,606,5,session_02
655b48b7,P03,5,85,302,0.02321787500022765,100,300,800,300,906,606,5,session_02
655b48b7,P03,6,85,302,0.028720291999889014,100,300,800,300,906,606,5,session_02
655b48b7,P03,7,85,302,0.034207208000225364,100,300,800,300,906,606,5,session_02
655b48b7,P03,8,85,302,0.03994833300021128,100,300,800,300,906,606,5,session_02
655b48b7,P03,9,85,302,0.0456459580000228,100,300,800,300,906,606,5,session_02
655b48b7,P03,10,85,302,0.0508836250000968,100,300,800,300,906,606,5,session_02
655b48b7,P03,11,85,302,0.05662729199957539,100,300,800,300,906,606,5,session_02
655b48b7,P03,12,85,302,0.062382500000239816,100,300,800,300,906,606,5,session_02
655b48b7,P03,13,85,302,0.06755141699977685,100,300,800,300,906,606,5,session_02
655b48b7,P03,14,85,302,0.07330779199946846,100,300,800,300,906,606,5,session_02
655b48b7,P03,15,85,302,0.07906487499985815,100,300,800,300,906,606,5,session_02
655b48b7,P03,16,85,302,0.08433320800031652,100,300,800,300,906,606,5,session_02
655b48b7,P03,17,85,302,0.09009033300026204,100,300,800,300,906,606,5,session_02
655b48b7,P03,18,85,302,0.09604024999953253,100,300,800,300,906,606,5,session_02
655b48b7,P03,19,85,302,0.101892124999722,100,300,800,300,906,606,5,session_02
655b48b7,P03,20,85,302,0.10771283299982315,100,300,800,300,906,606,5,session_02
655b48b7,P03,21,85,302,0.11346308300016972,100,300,800,300,906,606,5,session_02
655b48b7,P03,22,85,302,0.12207104200024332,100,300,800,300,906,606,5,session_02
655b48b7,P03,23,85,302,0.1274111669999911,100,300,800,300,906,606,5,session_02
655b48b7,P03,24,85,302,0.1332509169997138,100,300,800,300,906,606,5,session_02
655b48b7,P03,25,87,304,0.15082120799979748,100,300,800,300,906,606,5,session_02
655b48b7,P03,26,96,309,0.16361008300009416,100,300,800,300,906,606,5,session_02
655b48b7,P03,27,110,313,0.1789769580000211,100,300,800,300,906,606,5,session_02
655b48b7,P03,28,119,315,0.18722266700024193,100,300,800,300,906,606,5,session_02
655b48b7,P03,29,132,315,0.19251312500000495,100,300,800,300,906,606,5,session_02
655b48b7,P03,30,143,316,0.19954879200031428,100,300,800,300,906,606,5,session_02
655b48b7,P03,31,143,316,0.20570095800030685,100,300,800,300,906,606,5,session_02
655b48b7,P03,32,156,316,0.2109794170000896,100,300,800,300,906,606,5,session_02
655b48b7,P03,33,190,317,0.21630041699972935,100,300,800,300,906,606,5,session_02
655b48b7,P03,34,207,317,0.2244981670000925,100,300,800,300,906,606,5,session_02
655b48b7,P03,35,231,317,0.22969308299980185,100,300,800,300,906,606,5,session_02
655b48b7,P03,36,286,317,0.24180170799991174,100,300,800,300,906,606,5,session_02
655b48b7,P03,37,286,317,0.24723041699962778,100,300,800,300,906,606,5,session_02
655b48b7,P03,38,317,317,0.2557139170003211,100,300,800,300,906,606,5,session_02
655b48b7,P03,39,341,317,0.2610327080001298,100,300,800,300,906,606,5,session_02
655b48b7,P03,40,358,317,0.2665777080001135,100,300,800,300,906,606,5,session_02
655b48b7,P03,41,388,317,0.2742713329998878,100,300,800,300,906,606,5,session_02
655b48b7,P03,42,412,317,0.28195524999955524,100,300,800,300,906,606,5,session_02
655b48b7,P03,43,443,317,0.290859083000214,100,300,800,300,906,606,5,session_02
655b48b7,P03,44,467,318,0.29690170799949556,100,300,800,300,906,606,5,session_02
655b48b7,P03,45,498,319,0.3074597080003514,100,300,800,300,906,606,5,session_02
655b48b7,P03,46,522,319,0.31270841700006713,100,300,800,300,906,606,5,session_02
655b48b7,P03,47,539,319,0.3223003749999407,100,300,800,300,906,606,5,session_02
655b48b7,P03,48,568,319,0.3275149999999485,100,300,800,300,906,606,5,session_02
655b48b7,P03,49,596,319,0.33410483300031046,100,300,800,300,906,606,5,session_02
655b48b7,P03,50,616,319,0.3419036249997589,100,300,800,300,906,606,5,session_02
